machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
sunbird,23726528,23726528,64,sequential,1000,TSC_ticks_per_access,1000000,15.668,15.850597956000003,0.9205726080622584,15.568,15.82,0.25200000000000067,15.448,16.468,15.16,112.748,112135,0.112135,370727,370727,1.000,20260904,0,4125,capacity_ws23726528_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,33554432,33554432,64,sequential,1000,TSC_ticks_per_access,1000000,17.484,17.714819938999998,1.861977791011034,17.184,17.728,0.5440000000000005,16.608,18.52,15.576,168.532,54339,0.054339,524288,524288,1.000,20260904,0,4125,capacity_ws33554432_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,47453120,47453120,64,sequential,1000,TSC_ticks_per_access,1000000,20.356,20.861355839000005,2.789844543785941,20.164,20.612,0.44799999999999685,19.668,21.62,18.556,177.212,105230,0.10523,741455,741455,1.000,20260904,0,4125,capacity_ws47453120_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,67108864,67108864,64,sequential,1000,TSC_ticks_per_access,1000000,21.148,21.664648587999995,3.1138656309694497,20.972,21.332,0.35999999999999943,20.344,22.16,19.852,171.068,169293,0.169293,1048576,1048576,1.000,20260904,0,4125,capacity_ws67108864_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,94906240,94906240,64,sequential,1000,TSC_ticks_per_access,1000000,21.188,21.716310548000003,3.1611671775105257,21.016,21.372,0.35600000000000165,20.356,22.264,19.86,159.268,184932,0.184932,1482910,1482910,1.000,20260904,0,4125,capacity_ws94906240_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,134217728,134217728,64,sequential,1000,TSC_ticks_per_access,1000000,21.144,21.675691827999994,3.1677975020362372,20.968,21.328,0.35999999999999943,20.348,22.156,19.864,180.144,163936,0.163936,2097152,2097152,1.000,20260904,0,4125,capacity_ws134217728_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,189812480,189812480,64,sequential,1000,TSC_ticks_per_access,1000000,21.144,21.64405866799999,3.0745062705980737,20.972,21.304,0.3319999999999972,20.332,22.108,19.864,169.328,200335,0.200335,2965820,2965820,1.000,20260904,0,4125,capacity_ws189812480_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,268435456,268435456,64,sequential,1000,TSC_ticks_per_access,1000000,21.136,21.684415396000002,3.2279898018903843,20.964,21.3,0.3360000000000021,20.34,22.12,19.888,170.3,189497,0.189497,4194304,4194304,1.000,20260904,0,4125,capacity_ws268435456_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,379625024,379625024,64,sequential,1000,TSC_ticks_per_access,1000000,21.168,21.716608116,3.197676934113999,21.0,21.34,0.33999999999999986,20.344,22.22,19.908,173.288,201739,0.201739,5931641,5931641,1.000,20260904,0,4125,capacity_ws379625024_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,536870912,536870912,64,sequential,1000,TSC_ticks_per_access,1000000,21.144,21.697747772,3.2077926279924305,20.972,21.312,0.33999999999999986,20.34,22.164,19.88,177.74,191132,0.191132,8388608,8388608,1.000,20260904,0,4125,capacity_ws536870912_sp64_seq_sunbird_20260910-021306.csv.gz
